YEAR,DISTRICT,DISTRICT_NAME,SCHOOL_NAME,SCHOOL_ID,GRADES_SERVED,SAFE_SCHOOL,AVERAGE_DAILY_MEMBERSHIP,TOTAL,WHITE,AFRICAN_AMERICAN,HISPANIC,ASIAN,NATIVE_AMERICAN,HAWAIIAN_PACISLD,MALE,FEMALE,WHITE_PCT,AFRICAN_AMERICAN_PCT,HISPANIC_PCT,ASIAN_PCT,NATIVE_AMERICAN_PCT,HAWAIIAN_PACISLD_PCT,MALE_PCT,FEMALE_PCT,WHITE_MALE,AFRICAN_AMERICAN_MALE,HISPANIC_MALE,ASIAN_MALE,NATIVE_AMERICAN_MALE,HAWAIIAN_PACISLD_MALE,WHITE_FEMALE,AFRICAN_AMERICAN_FEMALE,HISPANIC_FEMALE,ASIAN_FEMALE,NATIVE_AMERICAN_FEMALE,HAWAIIAN_PACISLD_FEMALE,LIMITED_ENGLISH_PROFICIENT_PCT,LIMITED_ENGLISH_PROFICIENT,NUMBER_EXEMPT_FROM_READING_ASSESSMENT,STUDENTS_WITH_DISABILITIES,STUDENTS_WITH_DISABILITIES_PCT,ECONOMICALLY_DISADVANTAGED,ECONOMICALLY_DISADVANTAGED_PCT
2015,760,Scott County,Scott High School,48,Grades 9-12,SAFE SCHOOL,758,774,767,1,3,,,3,417,357,99.1,0.1,0.4,,,0.4,53.9,46.1,412,1,2,,,2,355,,1,,,1,,,,72,9.3,641,82.9
2015,720,Rhea County,Rhea Central Elementary,65,Kindergarten-5,SAFE SCHOOL,620,656,521,12,118,1,4,,318,338,79.4,1.8,18,0.2,0.6,,48.5,51.5,251,3,64,,,,270,9,54,1,4,,11.1,73,,65,9.9,543,82.9
2015,820,Sullivan County,Ketron Elementary School,215,PreK-3-5,SAFE SCHOOL,681,722,674,24,21,2,,1,366,356,93.4,3.3,2.9,0.3,,0.1,50.7,49.3,346,9,10,,,1,328,15,11,2,,,1,7,,149,20.6,598,82.8
2015,190,Davidson County,Intrepid College Preparatory Charter School,8048,Grades 5-6,SAFE SCHOOL,182,180,38,54,85,3,,,93,87,21.1,30,47.2,1.7,,,51.7,48.3,17,28,47,1,,,21,26,38,2,,,31.7,57,,24,13.3,148,82.7
2015,150,Cocke County,Del Rio Elementary,30,Kindergarten-8,SAFE SCHOOL,150,150,145,2,3,,,,66,84,96.7,1.3,2,,,,44,56,64,,2,,,,81,2,1,,,,,,,21,14,124,82.7
2015,870,Union County,Maynardville Elementary,40,Pre-Kindergarten-5,SAFE SCHOOL,316,346,335,4,5,2,,,177,169,96.8,1.2,1.4,0.6,,,51.2,48.8,175,,1,1,,,160,4,4,1,,,,,,52,15,286,82.7
2015,190,Davidson County,Dodson Elementary,165,Pre-Kindergarten-4,SAFE SCHOOL,488,536,188,248,91,7,1,1,253,283,35.1,46.3,17,1.3,0.2,0.2,47.2,52.8,92,108,50,2,1,,96,140,41,5,,1,13.6,73,,89,16.6,443,82.6
2015,61,Cleveland,Mayfield Elementary,30,PreK-3-5,SAFE SCHOOL,504,576,320,87,151,14,1,3,305,271,55.6,15.1,26.2,2.4,0.2,0.5,53,47,165,47,81,10,1,1,155,40,70,4,,2,13.7,79,,80,13.9,476,82.6
2015,100,Carter County,Unaka Elementary,85,Kindergarten-8,SAFE SCHOOL,266,287,276,3,3,,5,,148,139,96.2,1,1,,1.7,,51.6,48.4,143,,1,,4,,133,3,2,,1,,,,,63,22,237,82.6
2015,930,White County,Bon De Croft Elementary,10,Pre-Kindergarten-5,SAFE SCHOOL,187,212,199,7,6,,,,99,113,93.9,3.3,2.8,,,,46.7,53.3,95,2,2,,,,104,5,4,,,,0.5,1,,38,17.9,175,82.5
2015,570,Madison County,North Parkway Middle School,142,Grades 6-8,SAFE SCHOOL,475,504,81,360,59,4,,,273,231,16.1,71.4,11.7,0.8,,,54.2,45.8,46,193,32,2,,,35,167,27,2,,,5.4,27,,84,16.7,416,82.5
2015,792,Shelby County,Circles Of Success Learning Academy,8201,Kindergarten-5,SAFE SCHOOL,240,246,1,239,6,,,,114,132,0.4,97.2,2.4,,,,46.3,53.7,1,110,3,,,,,129,3,,,,,,,16,6.5,203,82.5
2015,310,Grundy County,Swiss Memorial Elementary,60,Pre-Kindergarten-8,SAFE SCHOOL,214,234,233,1,,,,,129,105,99.6,0.4,,,,,55.1,44.9,128,1,,,,,105,,,,,,,,,36,15.4,193,82.5
2015,340,Hancock County,Hancock County Elementary,20,Kindergarten-5,SAFE SCHOOL,465,473,463,2,5,1,2,,257,216,97.9,0.4,1.1,0.2,0.4,,54.3,45.7,252,2,2,1,,,211,,3,,2,,0.6,3,,109,23,390,82.5
2015,751,Murfreesboro,Hobgood Elementary,20,Kindergarten-6,SAFE SCHOOL,420,483,172,193,102,14,2,,233,250,35.6,40,21.1,2.9,0.4,,48.2,51.8,85,83,56,7,2,,87,110,46,7,,,15.5,75,,75,15.5,398,82.4
2015,330,Hamilton County,Harrison Elementary,90,Kindergarten-5,SAFE SCHOOL,377,377,214,140,16,4,1,2,199,178,56.8,37.1,4.2,1.1,0.3,0.5,52.8,47.2,111,78,8,2,,,103,62,8,2,1,2,0.8,3,,52,13.8,310,82.2
2015,792,Shelby County,DuBois Middle School of Arts  Technology,8115,Grades 6-8,SAFE SCHOOL,204,220,,219,,,,,106,114,,99.5,,,,,48.2,51.8,,105,,,,,,114,,,,,,,,41,18.6,180,82.2
2015,330,Hamilton County,Wolftever Creek Elementary,148,Pre-Kindergarten-5,SAFE SCHOOL,415,476,239,121,98,13,2,3,244,232,50.2,25.4,20.6,2.7,0.4,0.6,51.3,48.7,116,69,51,7,1,,123,52,47,6,1,3,8.6,41,,73,15.3,391,82.1
2015,190,Davidson County,LEAD Prep Southeast,8013,Grades 5-12,SAFE SCHOOL,235,235,78,86,63,8,,,112,123,33.2,36.6,26.8,3.4,,,47.7,52.3,39,35,34,4,,,39,51,29,4,,,21.7,51,,17,7.2,193,82.1
2015,250,Fentress County,Pine Haven Elementary,40,PreK-4-8,SAFE SCHOOL,479,513,501,6,3,1,2,,273,240,97.7,1.2,0.6,0.2,0.4,,53.2,46.8,266,4,1,1,1,,235,2,2,,1,,0.8,4,,75,14.6,421,82.1
2015,300,Greene County,Chuckey Elementary,20,Pre-Kindergarten-5,SAFE SCHOOL,366,383,356,5,20,1,1,,207,176,93,1.3,5.2,0.3,0.3,,54,46,192,3,12,,,,164,2,8,1,1,,2.9,11,,75,19.6,314,82
2015,180,Cumberland County,The Phoenix School,85,Grades 9-12,SAFE SCHOOL,67,61,54,2,4,,1,,38,23,88.5,3.3,6.6,,1.6,,62.3,37.7,36,1,,,1,,18,1,4,,,,,,,5,8.2,50,82
2015,470,Knox County,Green Magnet Math And Science Academy,112,Kindergarten-5,SAFE SCHOOL,342,361,53,289,18,,1,,201,160,14.7,80.1,5,,0.3,,55.7,44.3,30,156,14,,1,,23,133,4,,,,8,29,,46,12.7,295,81.9
2015,380,Haywood County,Anderson Early Childhood,5,Pre-Kindergarten-Kindergarten,SAFE SCHOOL,190,354,120,208,25,1,,,189,165,33.9,58.8,7.1,0.3,,,53.4,46.6,62,110,16,1,,,58,98,9,,,,1.4,5,,75,21.2,290,81.9
2015,350,Hardeman County,All Schools,0,PK-12,SAFE SCHOOL,,3945,1724,2110,68,40,2,1,1987,1958,43.7,53.5,1.7,1,0.1,0,50.4,49.6,872,1055,32,26,1,1,852,1055,36,14,1,,,,,598,15.2,3066,81.8
2015,290,Grainger County,Grainger Academy,32,Grades 9-12,SAFE SCHOOL,13,11,11,,,,,,5,6,100,,,,,,45.5,54.5,5,,,,,,6,,,,,,,,,,,9,81.8
2015,460,Johnson County,Doe Elementary,5,Pre-Kindergarten-6,SAFE SCHOOL,187,214,210,3,1,,,,106,108,98.1,1.4,0.5,,,,49.5,50.5,103,3,,,,,107,,1,,,,0.5,1,,46,21.5,175,81.8
2015,792,Shelby County,Manassas High School,2480,Grades 9-12,SAFE SCHOOL,403,465,2,460,1,2,,,256,209,0.4,98.9,0.2,0.4,,,55.1,44.9,1,252,1,2,,,1,208,,,,,0.6,3,,109,23.4,380,81.7
2015,730,Roane County,Bowers Elementary,28,Kindergarten-5,SAFE SCHOOL,552,621,519,68,19,10,3,2,355,266,83.6,11,3.1,1.6,0.5,0.3,57.2,42.8,295,41,10,4,3,2,224,27,9,6,,,,,,158,25.4,507,81.6
2015,340,Hancock County,All Schools,0,K-12,SAFE SCHOOL,,958,942,6,7,1,2,,522,436,98.3,0.6,0.7,0.1,0.2,,54.5,45.5,515,4,2,1,,,427,2,5,,2,,0.4,4,,193,20.1,782,81.6
2015,440,Jackson County,Dodson Branch Elementary,10,Pre-Kindergarten-8,SAFE SCHOOL,215,234,223,4,7,,,,128,106,95.3,1.7,3,,,,54.7,45.3,123,3,2,,,,100,1,5,,,,,,,53,22.6,191,81.6
2015,330,Hamilton County,Hixson Elementary,127,Kindergarten-5,SAFE SCHOOL,441,451,274,69,88,16,4,,231,220,60.8,15.3,19.5,3.5,0.9,,51.2,48.8,139,35,48,8,1,,135,34,40,8,3,,13.3,60,,73,16.2,368,81.6
2015,820,Sullivan County,Emmett Elementary,85,Pre-Kindergarten-5,SAFE SCHOOL,320,364,352,2,10,,,,191,173,96.7,0.5,2.7,,,,52.5,47.5,185,2,4,,,,167,,6,,,,1.1,4,,99,27.2,297,81.6
2015,760,Scott County,Robbins Elementary,40,Pre-Kindergarten-8,SAFE SCHOOL,285,295,289,,5,,1,,153,142,98,,1.7,,0.3,,51.9,48.1,149,,3,,1,,140,,2,,,,,,,31,10.5,239,81.6
2015,621,Sweetwater,Sweetwater Primary School,30,Pre-Kindergarten-2,SAFE SCHOOL,526,607,490,51,61,3,1,1,301,306,80.7,8.4,10,0.5,0.2,0.2,49.6,50.4,240,27,30,2,1,1,250,24,31,1,,,1.2,7,,124,20.4,494,81.4
2015,490,Lauderdale County,All Schools,0,PK-12,SAFE SCHOOL,,4541,2359,1982,142,15,39,4,2320,2221,51.9,43.6,3.1,0.3,0.9,0.1,51.1,48.9,1234,989,74,1,20,2,1125,993,68,14,19,2,0.9,42,,778,17.1,3689,81.3
2015,792,Shelby County,Craigmont Middle School,2128,Grades 6-8,SAFE SCHOOL,633,680,18,590,63,4,1,1,374,306,2.6,86.8,9.3,0.6,0.1,0.1,55,45,6,318,45,2,1,1,12,272,18,2,,,5.4,37,,114,16.8,551,81.3
2015,310,Grundy County,All Schools,0,PK-12,SAFE SCHOOL,,2287,2252,4,24,5,2,,1233,1054,98.5,0.2,1,0.2,0.1,,53.9,46.1,1212,2,14,3,2,,1040,2,10,2,,,0.4,10,,435,19,1858,81.2
2015,320,Hamblen County,Lincoln Heights Middle School,27,Grades 6-8,SAFE SCHOOL,504,519,285,63,156,2,4,9,268,251,54.9,12.1,30.1,0.4,0.8,1.7,51.6,48.4,143,31,87,2,1,4,142,32,69,,3,5,11.9,62,,93,17.9,421,81.1
2015,460,Johnson County,All Schools,0,PK-12,SAFE SCHOOL,,2238,2124,15,85,7,4,3,1164,1074,94.9,0.7,3.8,0.3,0.2,0.1,52,48,1116,5,40,1,1,1,1008,10,45,6,3,2,1.3,30,,413,18.5,1809,80.9
2015,40,Bledsoe County,Bledsoe County High School,5,Grades 9-12,SAFE SCHOOL,537,569,537,10,13,3,5,1,298,271,94.4,1.8,2.3,0.5,0.9,0.2,52.4,47.6,279,7,8,2,2,,258,3,5,1,3,1,0.2,1,,89,15.6,460,80.8
2015,10,Anderson County,Norwood Elementary,80,Pre-Kindergarten-5,SAFE SCHOOL,246,266,252,7,,,4,3,138,128,94.7,2.6,,,1.5,1.1,51.9,48.1,131,5,,,2,,121,2,,,2,3,0.4,1,,56,21.1,215,80.8
2015,340,Hancock County,Hancock High School,25,Grades 6-12,SAFE SCHOOL,482,485,479,4,2,,,,265,220,98.8,0.8,0.4,,,,54.6,45.4,263,2,,,,,216,2,2,,,,0.2,1,,84,17.3,392,80.8
2015,490,Lauderdale County,Ripley High School,40,Grades 9-12,SAFE SCHOOL,869,903,394,479,19,3,7,1,465,438,43.6,53,2.1,0.3,0.8,0.1,51.5,48.5,200,254,7,,3,1,194,225,12,3,4,,0.7,6,,135,15,729,80.8
2015,240,Fayette County,Southwest Elementary,70,Pre-Kindergarten-5,SAFE SCHOOL,223,271,107,144,13,4,,3,154,117,39.5,53.1,4.8,1.5,,1.1,56.8,43.2,58,85,8,1,,2,49,59,5,3,,1,3.7,10,,31,11.4,219,80.8
2015,190,Davidson County,DuPont Tyler Middle,185,Grades 5-8,SAFE SCHOOL,661,654,250,269,117,12,2,4,345,309,38.2,41.1,17.9,1.8,0.3,0.6,52.8,47.2,131,140,61,8,2,3,119,129,56,4,,1,6.1,40,,103,15.7,527,80.7
2015,100,Carter County,Little Milligan,55,PreK-3-8,SAFE SCHOOL,126,145,134,,1,,10,,80,65,92.4,,0.7,,6.9,,55.2,44.8,74,,,,6,,60,,1,,4,,,,,27,18.6,117,80.7
2015,440,Jackson County,Gainesboro Elementary,25,Pre-Kindergarten-3,SAFE SCHOOL,342,377,361,6,7,,2,1,208,169,95.8,1.6,1.9,,0.5,0.3,55.2,44.8,199,5,3,,,1,162,1,4,,2,,,,,75,19.9,305,80.7
2015,792,Shelby County,Ross Elementary,2627,Pre-Kindergarten-5,SAFE SCHOOL,914,1004,8,832,162,1,1,,516,488,0.8,82.9,16.1,0.1,0.1,,51.4,48.6,3,425,86,1,1,,5,407,76,,,,12,120,,120,12,810,80.7
2015,240,Fayette County,All Schools,0,PK-12,SAFE SCHOOL,,3550,1262,2087,178,15,2,6,1854,1696,35.5,58.8,5,0.4,0.1,0.2,52.2,47.8,667,1082,94,8,,3,595,1005,84,7,2,3,2.3,82,,494,13.9,2860,80.6
2015,100,Carter County,Hampton Elementary,25,Kindergarten-8,SAFE SCHOOL,575,635,629,1,3,,2,,339,296,99.1,0.2,0.5,,0.3,,53.4,46.6,336,1,1,,1,,293,,2,,1,,0.3,2,,113,17.8,512,80.6
2015,60,Bradley County,Waterville Community Elementary,100,Kindergarten-5,SAFE SCHOOL,545,618,555,19,33,7,4,,307,311,89.8,3.1,5.3,1.1,0.6,,49.7,50.3,274,9,18,4,2,,281,10,15,3,2,,2.3,14,,86,13.9,497,80.6
2015,130,Claiborne County,Powell Valley Elementary,95,PreK-3-8,SAFE SCHOOL,376,388,367,5,10,2,4,,207,181,94.6,1.3,2.6,0.5,1,,53.4,46.6,196,3,4,2,2,,171,2,6,,2,,0.3,1,,56,14.4,312,80.4
2015,600,Maury County,McDowell Elementary,55,PreK-3-4,SAFE SCHOOL,311,359,119,156,81,3,,,182,177,33.1,43.5,22.6,0.8,,,50.7,49.3,61,80,40,1,,,58,76,41,2,,,16.7,60,,46,12.8,287,80.4
2015,560,Macon County,Westside Elementary,35,Kindergarten-5,SAFE SCHOOL,294,316,298,4,11,1,2,,161,155,94.3,1.3,3.5,0.3,0.6,,50.9,49.1,152,1,5,1,2,,146,3,6,,,,1.3,4,,73,23.1,254,80.4
2015,360,Hardin County,East Hardin Elementary,19,Pre-Kindergarten-5,SAFE SCHOOL,373,423,409,3,10,,,1,232,191,96.7,0.7,2.4,,,0.2,54.8,45.2,225,1,5,,,1,184,2,5,,,,0.5,2,,88,20.8,339,80.3
2015,190,Davidson County,The Cohn School,730,Grades 9-11,SAFE SCHOOL,56,123,24,73,23,3,,,61,62,19.5,59.3,18.7,2.4,,,49.6,50.4,13,36,11,1,,,11,37,12,2,,,8.9,11,,14,11.4,98,80.3
2015,190,Davidson County,Hull-Jackson Elementary,350,Pre-Kindergarten-4,SAFE SCHOOL,345,508,31,447,13,14,3,,246,262,6.1,88,2.6,2.8,0.6,,48.4,51.6,14,219,4,7,2,,17,228,9,7,1,,1.6,8,,46,9.1,408,80.3
2015,930,White County,Cassville Elementary,15,Pre-Kindergarten-5,SAFE SCHOOL,176,198,189,3,6,,,,94,104,95.5,1.5,3,,,,47.5,52.5,90,2,2,,,,99,1,4,,,,1.5,3,,30,15.2,159,80.3
2015,20,Bedford County,Harris Middle School,25,Grades 6-8,SAFE SCHOOL,974,986,477,193,301,12,3,,538,448,48.4,19.6,30.5,1.2,0.3,,54.6,45.4,277,98,156,7,,,200,95,145,5,3,,10.3,102,,128,13,791,80.2
2015,170,Crockett County,Friendship Elementary,20,Pre-Kindergarten-5,SAFE SCHOOL,165,197,144,16,37,,,,114,83,73.1,8.1,18.8,,,,57.9,42.1,81,9,24,,,,63,7,13,,,,,,,39,19.8,158,80.2
2015,190,Davidson County,Cora Howe School,443,Kindergarten-12,SAFE SCHOOL,7,116,40,68,4,3,1,,89,27,34.5,58.6,3.4,2.6,0.9,,76.7,23.3,33,51,4,1,,,7,17,,2,1,,0.9,1,,110,94.8,93,80.2
2015,560,Macon County,Red Boiling Springs Elementary,25,PreK-3-6,SAFE SCHOOL,304,327,290,1,36,,,,157,170,88.7,0.3,11,,,,48,52,135,,22,,,,155,1,14,,,,4.6,15,,67,20.5,262,80.1
2015,320,Hamblen County,Meadowview Middle School,37,Grades 6-8,SAFE SCHOOL,547,566,299,66,192,8,,1,295,271,52.8,11.7,33.9,1.4,,0.2,52.1,47.9,150,27,113,5,,,149,39,79,3,,1,12,68,,88,15.5,453,80
2015,10,Anderson County,Clinch River Community School,105,Kindergarten-12,SAFE SCHOOL,47,55,53,2,,,,,40,15,96.4,3.6,,,,,72.7,27.3,38,2,,,,,15,,,,,,,,,36,65.5,44,80
2015,60,Bradley County,N. Cleveland GOAL Academy,53,Kindergarten-12,SAFE SCHOOL,19,5,3,1,1,,,,1,4,60,20,20,,,,20,80,,,1,,,,3,1,,,,,,,,,,4,80
2015,798,Millington,E.A. Harrold Elementary School,78,Pre-Kindergarten-5,SAFE SCHOOL,338,370,193,100,59,13,2,3,192,178,52.2,27,15.9,3.5,0.5,0.8,51.9,48.1,102,47,32,8,1,2,91,53,27,5,1,1,6.8,25,,65,17.6,296,80
2015,792,Shelby County,Whitehaven High School,2790,Grades 9-12,SAFE SCHOOL,1806,1852,,1843,6,,1,1,885,967,,99.5,0.3,,0.1,0.1,47.8,52.2,,883,2,,,,,960,4,,1,1,0.2,3,,185,10,1480,80
2015,330,Hamilton County,Brown Middle School,35,Grades 6-8,SAFE SCHOOL,472,467,176,264,20,6,1,,262,205,37.7,56.5,4.3,1.3,0.2,,56.1,43.9,99,148,13,2,,,77,116,7,4,1,,0.6,3,,50,10.7,373,79.9
2015,792,Shelby County,DuBois Elementary School of Arts  Technology,8140,Kindergarten-5,SAFE SCHOOL,320,322,,318,2,2,,,170,152,,98.8,0.6,0.6,,,52.8,47.2,,167,1,2,,,,151,1,,,,0.6,2,,31,9.6,257,79.8
2015,792,Shelby County,All Schools,0,PK-12,SAFE SCHOOL,,116059,9392,90982,13146,2061,172,80,58852,57205,8.1,78.4,11.3,1.8,0.1,0.1,50.7,49.3,4948,45844,6784,1038,75,41,4444,45136,6362,1023,97,39,8.3,9669,,14965,12.9,89949,79.8
2015,792,Shelby County,Overton High School,2565,Grades 9-12,SAFE SCHOOL,1237,1277,67,1030,162,12,5,,606,671,5.2,80.7,12.7,0.9,0.4,,47.5,52.5,33,466,97,7,2,,34,564,65,5,3,,5.2,67,,138,10.8,1017,79.8
2015,380,Haywood County,East Side Elementary,25,Grades 4- 5,SAFE SCHOOL,421,434,135,265,33,1,,,208,226,31.1,61.1,7.6,0.2,,,47.9,52.1,71,122,15,,,,64,143,18,1,,,2.8,12,,62,14.3,346,79.7
2015,190,Davidson County,Henry C. Maxwell Elementary,318,Pre-Kindergarten-5,SAFE SCHOOL,561,616,180,162,239,30,2,3,324,292,29.2,26.3,38.8,4.9,0.3,0.5,52.6,47.4,93,82,127,18,1,3,87,80,112,12,1,,33.6,207,,73,11.9,491,79.7
2015,798,Millington,Millington Elementary School,123,Pre-Kindergarten-5,SAFE SCHOOL,733,816,362,290,133,22,4,5,401,415,44.4,35.5,16.3,2.7,0.5,0.6,49.1,50.9,183,143,62,10,2,1,179,147,71,12,2,4,6.5,53,,149,18.3,649,79.6
2015,190,Davidson County,Goodlettsville Elementary,270,Pre-Kindergarten-4,SAFE SCHOOL,361,387,168,156,45,15,2,1,195,192,43.4,40.3,11.6,3.9,0.5,0.3,50.4,49.6,79,84,23,8,1,,89,72,22,7,1,1,8.8,34,,42,10.9,307,79.5
2015,570,Madison County,Thelma Barker Elementary,111,Kindergarten-5,SAFE SCHOOL,703,708,210,290,181,27,,,342,366,29.7,41,25.6,3.8,,,48.3,51.7,96,135,96,15,,,114,155,85,12,,,21.8,154,,79,11.2,563,79.5
2015,190,Davidson County,Nashville Prep,8008,Grades 5-8,SAFE SCHOOL,388,383,27,305,48,3,,,203,180,7,79.6,12.5,0.8,,,53,47,21,158,22,2,,,6,147,26,1,,,5.7,22,,67,17.5,304,79.4
2015,360,Hardin County,Parris South Elementary,45,Pre-Kindergarten-5,SAFE SCHOOL,436,460,393,39,20,3,5,,237,223,85.4,8.5,4.3,0.7,1.1,,51.5,48.5,206,18,9,2,2,,187,21,11,1,3,,0.2,1,,90,19.6,365,79.3
2015,350,Hardeman County,Middleton High School,40,Grades 7-12,SAFE SCHOOL,506,516,296,193,17,9,1,,266,250,57.4,37.4,3.3,1.7,0.2,,51.6,48.4,151,99,7,8,1,,145,94,10,1,,,,,,67,13,409,79.3
2015,150,Cocke County,Cosby Elementary,25,Kindergarten-8,SAFE SCHOOL,534,558,527,14,15,1,,1,297,261,94.4,2.5,2.7,0.2,,0.2,53.2,46.8,279,6,11,,,1,248,8,4,1,,,0.9,5,,101,18.1,442,79.2
2015,821,Bristol,Anderson Elementary,5,Kindergarten-6,SAFE SCHOOL,353,412,357,26,20,5,3,1,222,190,86.7,6.3,4.9,1.2,0.7,0.2,53.9,46.1,194,13,11,2,1,1,163,13,9,3,2,,0.7,3,,120,29.1,326,79.1
2015,620,Monroe County,Tellico Plains Elementary,45,Pre-Kindergarten-4,SAFE SCHOOL,316,340,317,5,10,1,6,1,182,158,93.2,1.5,2.9,0.3,1.8,0.3,53.5,46.5,166,4,9,1,1,1,151,1,1,,5,,,,,49,14.4,269,79.1
2015,190,Davidson County,Hermitage Elementary,320,Kindergarten-4,SAFE SCHOOL,283,292,147,82,54,7,,2,149,143,50.3,28.1,18.5,2.4,,0.7,51,49,82,35,24,6,,2,65,47,30,1,,,12.7,37,,55,18.8,231,79.1
2015,621,Sweetwater,All Schools,0,PK-8,SAFE SCHOOL,,1603,1322,121,145,11,3,1,808,795,82.5,7.5,9,0.7,0.2,0.1,50.4,49.6,659,69,74,2,3,1,663,52,71,9,,,0.4,7,,314,19.6,1268,79.1
2015,230,Dyer County,Holice Powell Elementary,30,Pre-Kindergarten-5,SAFE SCHOOL,250,286,263,7,13,,1,2,150,136,92,2.4,4.5,,0.3,0.7,52.4,47.6,135,2,12,,,1,128,5,1,,1,1,,,,40,14,226,79
2015,680,Perry County,Linden Middle School,25,Grades 5-8,SAFE SCHOOL,218,224,204,13,3,,3,1,119,105,91.1,5.8,1.3,,1.3,0.4,53.1,46.9,111,5,2,,1,,93,8,1,,2,1,,,,36,16.1,177,79
2015,110,Cheatham County,East Cheatham Elementary,15,Pre-Kindergarten-4,SAFE SCHOOL,401,438,411,6,17,1,3,,223,215,93.8,1.4,3.9,0.2,0.7,,50.9,49.1,207,5,7,1,3,,204,1,10,,,,1.4,6,,86,19.6,346,79
2015,180,Cumberland County,Crab Orchard Elementary,15,Pre-Kindergarten-8,SAFE SCHOOL,407,428,408,4,16,,,,223,205,95.3,0.9,3.7,,,,52.1,47.9,213,,10,,,,195,4,6,,,,2.1,9,,76,17.8,338,79
2015,780,Sevier County,Gary Hardin Academy,52,Grades 9-12,SAFE SCHOOL,65,76,71,3,2,,,,46,30,93.4,3.9,2.6,,,,60.5,39.5,45,1,,,,,26,2,2,,,,1.3,1,,6,7.9,60,78.9
2015,130,Claiborne County,Midway Elementary,90,Pre-Kindergarten-8,SAFE SCHOOL,364,394,376,11,5,2,,,183,211,95.4,2.8,1.3,0.5,,,46.4,53.6,176,4,1,2,,,200,7,4,,,,,,,55,14,311,78.9
2015,275,Gibson Co Sp Dist,Dyer Elementary,15,Pre-Kindergarten-8,SAFE SCHOOL,419,465,389,70,5,1,,,245,220,83.7,15.1,1.1,0.2,,,52.7,47.3,204,37,4,,,,185,33,1,1,,,,,,93,20,367,78.9
2015,822,Kingsport,Lincoln Elementary,30,Pre-Kindergarten-5,SAFE SCHOOL,436,460,294,133,24,4,4,1,228,232,63.9,28.9,5.2,0.9,0.9,0.2,49.6,50.4,141,70,10,3,3,1,153,63,14,1,1,,2.4,11,,90,19.6,363,78.9
2015,20,Bedford County,South Side Elementary,75,Pre-Kindergarten-5,SAFE SCHOOL,407,410,213,47,143,2,5,,229,181,52,11.5,34.9,0.5,1.2,,55.9,44.1,119,27,77,1,5,,94,20,66,1,,,25.9,106,,45,11,323,78.8
2015,330,Hamilton County,Red Bank High School,175,Grades 9-12,SAFE SCHOOL,722,749,442,216,85,3,,3,367,382,59,28.8,11.3,0.4,,0.4,49,51,213,111,39,2,,2,229,105,46,1,,1,2.8,21,,107,14.3,590,78.8
2015,92,Hollow Rock - Bruceton,Central Elementary,5,Pre-Kindergarten-5,SAFE SCHOOL,299,325,281,33,8,,1,2,174,151,86.5,10.2,2.5,,0.3,0.6,53.5,46.5,153,18,2,,,1,128,15,6,,1,1,,,,92,28.3,256,78.8
2015,61,Cleveland,George R Stuart,25,PreK-4-5,SAFE SCHOOL,430,475,312,45,113,4,1,,241,234,65.7,9.5,23.8,0.8,0.2,,50.7,49.3,158,19,62,2,,,154,26,51,2,1,,12.4,59,,85,17.9,374,78.7
2015,460,Johnson County,Johnson Co High School,15,Grades 9-12,SAFE SCHOOL,657,667,642,5,15,1,1,3,344,323,96.3,0.7,2.2,0.1,0.1,0.4,51.6,48.4,333,,10,,,1,309,5,5,1,1,2,0.4,3,,109,16.3,525,78.7
2015,700,Polk County,Copper Basin Elementary School,10,Pre-Kindergarten-6,SAFE SCHOOL,361,394,377,8,9,,,,196,198,95.7,2,2.3,,,,49.7,50.3,188,4,4,,,,189,4,5,,,,,,,67,17,310,78.7
2015,190,Davidson County,Mount View Elementary,493,Pre-Kindergarten-5,SAFE SCHOOL,649,692,223,262,181,24,2,,343,349,32.2,37.9,26.2,3.5,0.3,,49.6,50.4,123,121,87,11,1,,100,141,94,13,1,,30.6,212,,94,13.6,543,78.6
2015,750,Rutherford County,Smyrna Elementary,90,PreK-3-5,SAFE SCHOOL,743,813,268,96,382,63,4,,430,383,33,11.8,47,7.7,0.5,,52.9,47.1,136,51,203,37,3,,132,45,179,26,1,,38.4,312,,80,9.8,638,78.6
2015,460,Johnson County,Mountain City Elementary,25,Pre-Kindergarten-6,SAFE SCHOOL,375,441,411,3,22,3,2,,230,211,93.2,0.7,5,0.7,0.5,,52.2,47.8,216,1,11,1,1,,195,2,11,2,1,,1.8,8,,60,13.6,346,78.5
2015,792,Shelby County,Downtown Elementary,2162,Pre-Kindergarten-5,SAFE SCHOOL,518,590,42,517,14,11,1,,278,312,7.1,87.6,2.4,1.9,0.2,,47.1,52.9,18,249,7,2,,,24,268,7,9,1,,1.5,9,,36,6.1,462,78.4
2015,830,Sumner County,Vena Stuart Elementary,109,Pre-Kindergarten-5,SAFE SCHOOL,682,706,323,191,178,12,1,1,378,328,45.8,27.1,25.2,1.7,0.1,0.1,53.5,46.5,182,97,94,5,,,141,94,84,7,1,1,9.2,65,,136,19.3,552,78.4
2015,190,Davidson County,Hickman Elementary,327,Pre-Kindergarten-4,SAFE SCHOOL,508,536,258,210,50,13,4,1,284,252,48.1,39.2,9.3,2.4,0.7,0.2,53,47,134,113,25,9,2,1,124,97,25,4,2,,14.4,77,,82,15.3,420,78.4
